traffic,cpu,memory,optimal_cpu
4265,11,36,5
4655,12,58,5
3703,12,25,4
815,3,28,1
3952,13,15,4
4783,11,16,4
414,9,51,2
509,12,55,2
2291,2,24,2
3593,12,13,3
3820,9,38,5
4087,2,49,5
3844,15,48,5
1436,13,6,2
2997,11,20,3
2307,15,24,2
4300,3,16,4
3289,1,44,4
4282,11,29,4
1957,13,44,3
739,15,60,2
2235,2,18,2
4632,7,41,5
3171,3,7,3
1494,5,60,3
3937,13,19,4
213,6,54,2
785,6,14,1
3134,13,60,4
1008,5,34,2
1820,15,41,3
1100,9,11,1
3930,13,33,5
2921,14,36,4
592,6,14,1
4723,2,37,5
1615,3,19,2
1616,2,5,2
879,8,54,2
4732,14,44,5
1409,2,51,3
3212,5,32,4
928,2,59,2
2961,3,20,3
263,2,5,1
1257,4,59,3
3251,3,59,4
4944,2,12,5
3284,12,63,4
3704,4,5,4
221,15,24,1
3439,7,59,4
3384,3,46,4
1412,15,8,2
2591,15,8,3
4171,13,44,5
3084,14,44,4
2694,11,48,4
2751,3,14,3
3910,14,55,5
4915,6,16,5
568,15,43,2
4100,6,12,4
1766,1,52,3
1346,6,38,3
4328,15,56,5
533,7,15,1
1803,2,36,3
280,14,36,2
1092,13,11,1
1563,15,42,3
2193,7,59,3
4315,2,4,4
1936,5,16,2
2659,8,53,4
4320,6,15,4
2676,7,29,3
3158,3,40,4
2695,7,18,3
835,1,17,1
4275,8,23,4
4555,15,7,4
4990,5,57,6
3264,15,37,4
1045,7,54,2
3689,6,19,4
467,12,19,1
2945,3,21,3
1136,4,53,2
2869,5,31,3
2438,5,26,3
239,15,20,1
2694,6,18,3
1440,2,56,3
3734,1,22,4
151,1,35,2
2252,10,61,3
3843,13,52,5
2126,4,36,3
3796,14,59,5
906,2,35,2
2278,3,9,2
3716,12,51,5
1785,7,56,3
3008,5,58,4
2957,6,47,4
725,15,2,1
3223,11,40,4
4185,5,37,5
240,13,42,2
2917,1,59,4
4927,15,27,5
600,7,20,1
1302,4,4,2
2014,14,55,3
3979,2,29,4
3169,6,39,4
3158,12,60,4
2690,10,40,4
3970,2,40,5
3092,11,11,3
614,1,35,2
4296,15,12,4
2426,5,53,4
3188,11,9,3
1562,3,18,2
351,14,12,1
4588,10,47,5
1001,5,53,2
3779,15,47,5
3481,10,40,4
2226,8,57,3
2937,12,46,4
3759,8,43,5
159,9,37,2
2709,11,63,4
4795,14,36,5
4780,14,46,5
2084,9,2,2
4536,14,23,4
3228,1,5,3
4918,2,6,5
377,14,8,1
245,15,46,2
4769,7,41,5
4114,8,51,5
1174,1,42,2
4664,15,5,4
3753,6,18,4
760,5,2,1
3711,13,5,4
4179,10,57,5
1096,6,55,2
238,8,2,1
311,6,22,1
1329,9,15,2
771,2,62,2
366,15,59,2
4155,9,27,4
3497,12,29,3
2891,1,4,3
3739,10,45,5
4689,6,36,5
4871,7,58,6
4170,12,11,4
3038,15,37,4
325,4,12,1
2412,12,9,3
2483,9,16,3
3801,8,58,5
1101,5,37,2
2216,8,52,3
631,8,57,2
1256,10,12,2
3490,4,31,3
908,13,42,2
4873,8,51,6
1633,1,29,2
4117,2,33,5
2547,9,18,3
3859,7,37,5
4520,11,63,5
3604,1,45,5
1919,7,34,3
768,2,10,1
3849,4,13,4
3609,5,22,4
3390,8,47,4
3155,7,46,4
1695,12,59,3
4861,12,49,6
4431,7,56,5
2118,2,28,2
405,5,63,2
3449,9,19,3
1040,7,60,2
3197,13,26,3
2891,2,17,3
2511,6,43,4
2632,1,11,3
1233,9,40,3
1968,2,45,3
1992,2,44,3
2653,5,41,4
3138,4,36,4
890,15,61,2
2369,11,53,3
1997,10,58,3
837,1,49,2
3913,12,41,5
3050,12,2,3
1062,2,25,1
903,5,34,2
3364,9,5,3
382,14,27,1
3808,10,3,4
576,2,53,2
1380,6,50,3
1407,3,27,2
4823,13,37,6
3220,11,42,4
2293,3,20,2
2424,10,58,4
1983,15,37,3
1381,10,59,3
2151,2,24,2
1181,4,20,1
1960,7,17,2
1122,7,30,1
700,5,52,2
429,15,50,2
747,1,59,2
1569,8,35,3
1848,11,19,2
2336,2,41,3
625,15,47,2
2320,2,46,3
2561,7,33,4
3826,6,43,5
4798,12,30,4
4748,5,44,5
4501,10,43,5
2106,8,18,2
293,4,16,1
805,11,48,2
4631,6,4,4
2049,9,45,3
3726,5,8,4
2332,2,44,3
4392,3,22,4
2541,12,35,4
2373,11,37,3
1629,15,16,2
1526,11,12,2
4002,15,14,4
4491,9,20,4
478,14,4,1
1608,12,58,3
1974,13,36,3
4909,11,35,6
2119,13,10,2
707,6,50,2
4502,5,46,5
1080,14,18,1
2813,15,58,4
2984,1,60,4
4499,13,7,4
286,3,32,2
211,1,20,1
785,15,31,1
2536,15,14,3
3605,13,12,4
1009,2,8,1
2997,9,16,3
4582,14,38,5
2848,6,18,3
852,8,61,2
4560,13,55,5
2279,12,44,3
3170,5,24,3
4689,7,4,4
829,10,57,2
3083,10,14,3
4066,2,4,4
2512,7,2,3
3043,1,62,4
3261,5,43,4
1734,12,51,3
1671,3,34,3
2085,4,17,2
414,2,42,2
3668,11,10,4
761,12,14,1
3707,12,4,4
4770,15,42,5
3958,4,46,5
4590,7,31,4
1730,4,10,2
3909,2,55,5
3498,7,12,3
1218,6,31,2
1986,15,49,3
1889,3,33,3
2122,8,46,3
4599,6,53,5
2311,2,56,3
4452,13,35,5
4319,1,26,4
2913,11,58,4
207,8,56,2
1363,1,2,2
3492,15,48,4
1001,9,21,1
872,3,44,2
3588,3,28,3
1389,8,45,3
3776,2,32,5
293,6,58,2
4697,15,9,4
1680,13,4,2
2165,4,10,2
4441,15,32,5
4091,13,24,4
694,13,4,1
4657,5,6,4
4784,11,32,5
3616,3,56,5
252,11,61,2
1137,10,59,2
3638,2,11,4
3501,13,37,4
3205,1,46,4
2909,7,59,4
1980,14,52,3
376,12,25,1
4009,6,63,5
3302,9,40,4
392,2,53,2
928,11,32,2
124,10,18,1
3865,15,40,5
3072,6,58,4
4383,11,4,4
1611,1,48,3
3899,10,29,4
2865,13,45,4
2091,15,11,2
3844,11,34,5
4424,15,43,5
2525,13,3,3
1063,5,35,2
860,3,32,2
3172,8,4,3
4657,14,33,5
1623,14,4,2
707,4,12,1
3370,10,63,4
2953,12,44,4
1077,10,12,1
4094,10,56,5
2384,9,23,2
4226,9,60,5
2510,9,43,4
3617,3,7,4
4832,13,18,5
1185,11,28,1
3441,3,11,3
297,11,54,2
1659,6,7,2
3196,6,19,3
749,9,44,2
884,8,10,1
1788,3,2,2
3855,12,10,4
2093,7,32,3
3685,11,15,4
1163,14,52,2
3989,15,14,4
2326,5,11,2
4474,14,24,4
2271,11,43,3
4480,3,5,4
1404,9,40,3
1746,2,23,2
1823,4,8,2
3116,11,6,3
2253,1,42,3
3121,10,43,4
372,7,29,1
3248,15,7,3
2808,3,45,4
157,2,59,2
1533,5,44,3
1333,14,24,2
4965,9,52,6
3057,12,46,4
4135,14,49,5
1698,15,23,2
2268,7,46,3
2074,2,18,2
1295,11,52,3
1282,8,30,2
1117,15,8,1
683,12,2,1
952,4,18,1
4316,8,31,4
1012,14,12,1
2910,12,43,4
3899,4,24,4
2705,10,54,4
1581,7,50,3
3689,11,50,5
2695,12,24,3
3256,7,36,4
4210,10,51,5
2209,15,22,2
144,14,46,2
2770,5,17,3
2421,9,63,4
3191,12,30,3
4512,8,18,4
3703,15,3,4
4523,1,44,5
567,10,10,1
347,4,57,2
4962,6,17,5
2234,13,20,2
3331,12,23,3
213,15,13,1
2281,9,31,2
1989,7,63,3
2932,11,13,3
4345,11,5,4
1716,2,19,2
598,12,3,1
247,5,59,2
3722,12,34,5
3524,10,63,4
2229,9,42,3
948,9,32,2
1965,10,18,2
3378,14,41,4
4792,7,54,5
2189,15,45,3
3297,4,2,3
4179,13,19,4
4655,15,9,4
4315,8,23,4
3632,3,36,5
1059,6,24,1
2703,15,3,3
3464,10,13,3
4842,13,25,5
1548,2,19,2
1887,13,42,3
611,14,35,2
2365,3,46,3
2401,9,63,4
1904,8,22,2
2067,15,28,2
152,8,47,2
3026,2,32,4
3126,2,34,4
4059,8,55,5
1055,14,49,2
4019,1,11,4
2694,9,50,4
119,3,46,2
1870,6,46,3
3774,10,39,5
2217,1,56,3
1836,6,25,2
3167,2,50,4
3964,7,35,5
2381,2,20,2
2841,1,23,3
4960,7,60,6
3132,1,25,3
3798,6,37,5
974,11,43,2
2803,13,59,4
3613,14,48,5
3875,1,10,4
3578,10,46,4
3047,7,36,4
4792,15,41,5
1212,5,5,2
2983,4,3,3
638,15,54,2
4418,4,23,4
1216,5,51,3
4083,10,10,4
2411,10,46,4
2910,11,2,3
3533,10,13,3
3345,12,14,3
4361,15,49,5
2653,13,50,4
3776,11,26,4
2999,3,41,4
1958,11,46,3
1931,10,63,3
2076,13,5,2
1344,9,39,3
1590,6,10,2
2788,7,5,3
726,12,12,1
1186,3,54,2
4750,12,61,5
4139,15,41,5
2737,13,19,3
1231,14,51,3
875,10,34,2
955,14,58,2
4978,11,58,6
2504,5,46,4
3320,13,30,3
500,15,52,2
2177,12,59,3
2768,5,40,4
3290,2,48,4
3339,7,57,4
4082,5,41,5
953,1,3,1
206,6,55,2
1442,15,3,2
4183,6,58,5
3137,8,55,4
2494,11,43,4
4644,8,20,4
1547,12,11,2
3445,15,53,4
3185,8,35,4
2830,12,40,4
3417,10,54,4
3268,8,32,4
1419,10,42,3
2327,6,30,2
3360,11,44,4
1688,7,37,3
1900,14,33,3
1931,3,30,2
2900,15,4,3
494,3,58,2
842,8,48,2
3305,10,15,3
1371,5,2,2
4400,8,7,4
3218,12,61,4
4044,1,62,5
4684,10,43,5
2093,7,21,2
2426,4,26,3
176,8,25,1
3420,11,56,4
1510,1,17,2
1866,2,52,3
4742,12,27,4
3099,11,43,4
3628,14,39,5
3846,13,23,4
2702,5,5,3
2379,9,45,3
2686,1,35,4
3475,10,14,3
835,11,53,2
2174,13,27,2
421,8,35,2
4065,4,62,5
4684,11,9,4
1473,6,26,2
2437,13,19,3
1305,13,45,3
2609,9,17,3
115,5,42,2
1325,7,32,3
3816,2,59,5
192,1,44,2
2161,12,53,3
4812,8,37,6
4534,4,15,4
4326,11,54,5
2661,2,63,4
4820,8,59,6
2513,13,42,4
776,2,21,1
2498,13,49,4
3445,11,46,4
4322,14,41,5
1720,12,40,3
4871,1,62,6
4165,10,16,4
4986,8,22,5
777,15,45,2
412,11,18,1
4153,1,43,5
3888,1,54,5
2528,3,38,4
4021,10,18,4
1142,15,27,1
2289,2,10,2
231,10,10,1
4166,8,30,4
1209,3,36,3
1436,5,14,2
472,10,24,1
1970,1,2,2
4454,11,45,5
303,10,58,2
4676,4,33,5
3108,7,4,3
2337,11,32,3
3810,14,35,5
3005,14,12,3
4608,2,29,4
2292,2,34,3
2105,12,32,3
2801,12,31,3
3742,6,41,5
1914,9,54,3
4918,2,41,6
125,15,8,1
2452,15,47,4
4428,2,26,4
3914,7,63,5
1328,6,35,3
2052,8,8,2
321,14,60,2
1049,7,35,2
4671,14,20,4
152,13,31,1
4981,14,61,6
1541,9,23,2
3915,13,13,4
3279,8,20,3
330,15,23,1
1523,8,31,2
729,3,18,1
471,1,30,1
175,11,28,1
4916,2,7,5
4406,12,11,4
809,8,25,1
2152,14,49,3
4999,8,55,6
3832,13,35,5
835,13,11,1
2558,6,20,3
4039,4,36,5
602,15,2,1
2904,5,20,3
1019,1,15,1
2624,10,12,3
252,1,51,2
4399,9,59,5
1879,4,16,2
490,12,29,1
2011,5,50,3
2282,14,52,3
220,15,11,1
2177,14,47,3
3087,3,14,3
4515,1,36,5
883,12,3,1
1672,6,54,3
4591,2,36,5
4464,1,57,5
1649,13,15,2
3127,3,46,4
4116,13,23,4
3926,10,8,4
3718,1,2,4
4145,13,40,5
570,13,27,1
621,11,59,2
1585,11,26,2
1860,5,6,2
692,1,11,1
3073,6,16,3
4147,6,37,5
3611,13,24,4
1879,5,48,3
4131,2,12,4
1244,12,32,3
2882,10,61,4
3752,10,9,4
2562,11,29,3
1973,1,30,2
4993,9,17,5
2490,1,60,4
2264,6,44,3
905,9,33,2
1469,12,32,3
4639,4,5,4
3787,8,18,4
2495,12,15,3
2705,11,45,4
1834,5,62,3
1251,15,22,2
1474,11,3,2
3149,2,15,3
3067,2,38,4
2425,9,26,3
680,3,17,1
3246,2,48,4
312,2,3,1
172,5,22,1
2865,11,15,3
3604,11,47,5
4708,6,20,4
906,10,11,1
4268,12,45,5
2164,15,16,2
4747,14,63,5
1653,13,7,2
4543,13,4,4
2974,14,3,3
2742,5,60,4
1497,5,7,2
1956,6,51,3
3864,6,4,4
4522,13,45,5
4828,13,29,5
827,2,46,2
1534,10,20,2
1847,4,12,2
307,13,60,2
4610,3,13,4
3079,7,29,3
3743,8,17,4
4343,9,23,4
1486,11,41,3
961,9,43,2
2643,13,36,4
819,3,57,2
1370,13,51,3
432,11,59,2
4885,4,36,6
3994,13,8,4
4308,15,7,4
4222,7,7,4
305,1,15,1
4078,1,10,4
2431,11,38,4
2522,10,44,4
1323,2,8,2
3205,15,13,3
4877,12,41,6
1647,6,41,3
750,3,39,2
1432,15,47,3
508,8,48,2
4163,12,13,4
1052,5,59,2
3290,11,31,3
3831,1,45,5
2588,12,10,3
964,15,21,1
4084,1,33,5
4173,6,54,5
2381,1,44,3
3132,13,52,4
684,9,31,1
4383,4,59,5
1468,13,5,2
814,15,61,2
891,9,60,2
1765,1,24,2
4465,15,28,4
1347,4,39,3
439,12,21,1
2764,4,46,4
4085,5,32,5
569,9,19,1
1558,13,49,3
3185,8,7,3
275,5,7,1
1568,2,59,3
1257,4,35,3
1655,3,24,2
4819,9,31,5
4771,7,42,5
4448,3,59,5
935,11,8,1
3538,15,30,3
709,8,43,2
3910,1,28,4
1864,2,31,2
4960,11,24,5
1868,5,18,2
1582,14,43,3
1716,13,25,2
1705,3,51,3
3757,15,25,4
1639,9,7,2
1281,6,50,3
1489,3,63,3
2017,3,36,3
3469,15,3,3
2877,12,10,3
3931,12,2,4
2137,9,15,2
4376,12,25,4
908,6,29,1
4870,12,56,6
2169,6,20,2
687,13,30,1
4733,8,27,4
2691,9,36,4
2390,6,27,2
1117,6,7,1
1695,2,61,3
2987,14,33,4
4388,2,28,4
3604,1,33,5
1066,5,62,2
1991,6,40,3
144,15,22,1
1855,14,56,3
2891,3,55,4
2052,9,52,3
4728,14,50,5
745,2,8,1
178,11,41,2
440,4,27,1
392,13,59,2
2635,6,34,4
4229,11,28,4
2396,14,41,3
1834,10,8,2
3467,11,37,4
1818,13,40,3
1810,5,18,2
4666,13,50,5
3705,5,17,4
183,2,3,1
1930,5,43,3
4164,4,57,5
1402,3,4,2
2253,6,27,2
1474,2,60,3
1774,8,55,3
3256,13,61,4
3338,5,7,3
2780,2,19,3
2679,14,44,4
4181,6,60,5
1557,1,25,2
4374,10,18,4
2286,1,10,2
3629,5,16,4
228,12,51,2
1324,12,12,2
1956,1,21,2
2332,2,15,2
3162,6,49,4
4247,6,37,5
211,3,37,2
4258,5,56,5
1231,3,35,3
2335,11,32,3
160,9,15,1
596,1,49,2
2580,2,18,3
2430,5,23,3
3365,2,60,4
2285,14,34,3
1631,2,47,3
796,13,25,1
885,8,5,1
4169,7,8,4
503,7,56,2
990,12,40,2
2883,8,32,4
4826,7,48,6
2608,7,33,4
3073,4,45,4
2115,10,27,2
4760,10,18,4
799,8,35,2
2281,10,21,2
699,2,5,1
3585,7,60,4
1906,6,25,2
4369,3,48,5
3440,6,56,4
4261,14,4,4
1127,10,47,2
1282,5,32,3
4538,2,42,5
3278,11,54,4
661,1,14,1
2353,2,7,2
709,7,42,2
3281,8,36,4
2739,8,47,4
978,13,36,2
2191,14,40,3
1395,15,62,3
3371,10,33,4
2259,9,45,3
2658,14,30,3
1788,15,16,2
2418,4,61,4
3358,5,29,3
4556,7,11,4
176,12,22,1
4477,11,27,4
2086,2,55,3
3700,10,57,5
4227,3,43,5
4011,14,36,5
3005,2,53,4
2420,6,44,4
1964,7,33,3
4709,12,28,4
1646,10,54,3
564,8,53,2
833,11,54,2
4746,10,60,5
3981,11,35,5
3549,9,40,4
523,7,28,1
1460,14,5,2
1319,9,21,2
4128,15,25,4
2606,10,37,4
2222,3,38,3
2453,4,31,3
3938,1,47,5
3540,7,63,4
828,9,4,1
2469,4,58,4
4872,5,16,5
4553,12,46,5
872,15,34,2
3245,5,19,3
2430,11,22,3
4652,13,60,5
4081,5,25,4
4118,8,39,5
2228,6,27,2
4888,7,46,6
4393,7,52,5
1918,14,47,3
3438,11,19,3
3502,10,27,3
1570,13,57,3
3950,1,60,5
3181,13,23,3
3165,10,2,3
2413,7,39,4
1721,12,41,3
1085,3,2,1
2793,8,13,3
4315,6,50,5
469,2,54,2
4029,12,4,4
4600,3,31,4
3527,1,43,4
3324,2,33,4
567,2,44,2
4165,4,43,5
4866,1,2,5
3397,10,59,4
523,12,53,2
3817,15,61,5
1790,12,32,3
4500,7,33,5
964,9,15,1
1130,6,51,2
2668,15,45,4
3179,8,5,3
3949,10,57,5
2452,3,52,4
4565,10,30,4
3004,9,51,4
4645,14,63,5
1137,3,30,1
1194,10,7,1
1645,8,25,2
3668,1,3,4
3919,9,52,5
3250,12,57,4
2132,3,22,2
3899,12,60,5
2524,4,59,4
618,12,34,2
2220,5,23,2
518,3,11,1
4646,2,63,5
1794,8,61,3
4142,3,14,4
2110,12,63,3
1604,11,7,2
2710,7,47,4
2119,4,7,2
328,11,23,1
2446,1,28,3
4420,10,2,4
3261,11,29,3
1308,1,19,2
3479,3,8,3
2864,9,42,4
2925,4,39,4
3632,11,35,5
4059,8,23,4
1969,13,15,2
2163,11,33,3
4634,11,34,5
4294,4,16,4
2418,5,28,3
566,1,45,2
3118,13,55,4
3642,10,40,5
371,6,63,2
3704,1,53,5
1769,4,47,3
4591,10,23,4
4536,1,63,5
3087,10,33,4
231,2,21,1
4401,11,53,5
4083,3,41,5
4980,11,49,6
1859,13,37,3
1258,14,20,2
3651,14,36,5
2029,14,9,2
3703,14,48,5
1227,9,50,3
1624,5,58,3
1571,4,8,2
3054,1,57,4
4147,2,18,4
4102,2,61,5
2676,3,41,4
2720,3,25,3
2669,4,37,4
2575,6,42,4
959,11,40,2
558,1,54,2
4629,6,56,5
4191,11,19,4
1469,14,15,2
355,4,17,1
2675,13,5,3
3029,9,30,3
3099,15,5,3
1564,2,19,2
1384,13,12,2
1989,12,50,3
2493,11,10,3
2408,15,59,4
2795,13,38,4
2963,13,60,4
396,1,12,1
4563,14,55,5
3227,1,20,3
4548,14,51,5
751,1,45,2
3733,14,62,5
2761,4,55,4
2070,7,20,2
3975,14,36,5
2985,6,30,3
2899,8,38,4
2917,8,2,3
2295,14,13,2
2205,6,10,2
1651,15,31,2
3663,4,10,4
1545,7,31,2
4776,4,9,4
2670,7,44,4
3386,11,45,4
4586,5,23,4
106,14,63,2
3140,5,33,4
4133,15,24,4
947,5,31,1
1912,11,37,3
543,14,47,2
2221,8,34,3
2675,11,22,3
2094,7,3,2
2387,5,14,2
3963,15,30,4
734,10,47,2
1220,9,56,3
2590,11,14,3
4567,5,61,5
815,9,12,1
1044,4,50,2
1816,8,42,3
4244,7,34,5
702,12,36,2
4078,3,6,4
4580,15,31,4
2675,14,41,4
4498,7,39,5
1332,15,19,2
224,4,25,1
2386,2,27,2
1809,6,36,3
1902,10,7,2
3877,12,17,4
3180,8,39,4
1722,1,28,2
290,2,21,1
3090,2,13,3
2523,15,25,3
3354,12,5,3
852,5,40,2
2045,3,47,3
2701,3,38,4
3691,6,12,4
2536,9,5,3
4979,9,45,6
1134,1,32,2
3903,13,48,5
4471,12,36,5
3459,10,35,4
1284,3,59,3
2448,8,60,4
4525,6,3,4
3992,11,62,5
2245,11,14,2
2948,11,25,3
817,13,52,2
529,1,47,2
2072,15,8,2
378,14,13,1
1034,6,63,2
574,2,3,1
4739,12,19,4
2846,15,58,4
3291,8,4,3
3387,1,50,4
2460,8,38,4
2172,2,36,3
4084,14,56,5
4466,1,54,5
4300,6,54,5
4881,2,21,5
175,7,38,2
888,7,24,1
1436,9,31,2
1366,4,12,2
1227,2,18,2
3266,10,18,3
3984,1,22,4
749,2,22,1
1661,7,33,3
3997,10,59,5
1264,4,42,3
4527,3,60,5
2758,5,6,3
2986,13,12,3
3992,2,55,5
4105,3,11,4
3114,6,49,4
2632,1,12,3
2864,1,27,3
4921,4,57,6
2290,12,5,2
4774,1,58,5
961,10,34,2
4690,12,43,5
1810,3,61,3
1929,6,56,3
3916,6,35,5
4353,4,28,4
3266,4,38,4
2747,9,33,4
269,6,46,2
1832,8,14,2
2332,14,13,2
4100,6,63,5
1023,14,36,2
3170,9,54,4
2947,4,53,4
2219,9,40,3
1760,11,45,3
3935,15,41,5
3517,2,28,3
4847,5,8,5
855,10,49,2
539,10,53,2
2934,6,46,4
3467,8,15,3
2919,11,27,3
4638,14,22,4
853,6,52,2
2111,15,28,2
3551,9,7,3
4625,13,11,4
240,13,57,2
4334,13,11,4
4482,10,45,5
1774,12,48,3
1303,10,40,3
668,9,29,1
1779,14,14,2
4109,8,12,4
236,11,15,1
2413,14,39,4
3757,8,42,5
3138,11,2,3
2802,5,54,4
1391,14,49,3
3000,7,20,3
2780,15,8,3
776,8,47,2
3201,13,48,4
3353,14,36,4
532,2,51,2
1980,13,48,3
250,12,24,1
865,7,5,1
1345,2,12,2
2691,6,63,4
2542,2,26,3
4953,15,43,6
1389,13,22,2
2504,14,32,4
646,14,7,1
4718,6,10,4
4116,11,49,5
4960,1,21,5
758,5,46,2
432,1,9,1
2391,7,7,2
4715,13,35,5
829,8,48,2
602,3,30,1
3175,7,37,4
1845,13,10,2
3329,6,3,3
1012,2,26,1
2138,3,28,2
816,11,27,1
2990,11,8,3
2441,5,14,3
4430,13,9,4
4723,6,43,5
4087,7,12,4
1482,11,39,3
3599,9,60,4
2761,11,44,4
1193,11,44,2
4410,1,35,5
423,5,49,2
2020,10,32,3
257,4,52,2
3547,14,36,4
4276,11,49,5
673,8,59,2
3627,3,23,4
1050,14,7,1
4024,11,52,5
3840,7,49,5
2716,9,9,3
2713,12,42,4
3101,14,40,4
1128,14,20,1
552,14,21,1
697,4,15,1
641,9,48,2
3858,1,40,5
3468,8,42,4
4127,4,6,4
1000,15,7,1
4718,1,46,5
743,3,28,1
3338,5,23,3
2409,5,28,3
1445,2,40,3
2393,2,54,3
1031,3,12,1
4695,10,34,5
3359,2,51,4
3165,5,56,4
2352,3,45,3
3371,8,14,3
142,5,27,1
3360,1,23,3
4387,5,35,5
1496,12,49,3
3121,12,30,3
3633,8,27,4
3409,2,53,4
1089,6,25,1
4826,12,54,6
4963,9,2,5
3019,7,9,3
4940,1,34,6
1969,6,53,3
3088,12,12,3
1067,15,23,1
472,13,41,2
2354,9,36,3
3371,11,31,3
4981,1,7,5
1927,9,17,2
907,2,16,1
1902,3,46,3
4818,5,15,5
511,5,3,1
1641,12,47,3
1541,2,15,2
1538,13,54,3
1775,9,12,2
4171,13,42,5
4896,12,47,6
4098,3,14,4
3047,13,20,3
4014,1,41,5
4516,3,29,4
2982,13,20,3
4788,2,49,5
3775,5,49,5
127,5,10,1
4630,15,31,4
512,13,59,2
3084,2,44,4
3227,11,4,3
362,5,41,2
2050,8,31,2
2316,2,10,2
2664,6,16,3
3118,1,26,3
1533,9,42,3
4703,2,54,5
4854,4,40,6
128,1,55,2
506,11,27,1
3125,6,20,3
1417,13,7,2
2626,8,57,4
1993,3,24,2
2562,7,47,4
3329,13,9,3
2964,2,47,4
2010,13,30,2
1728,7,43,3
4901,11,61,6
3963,8,46,5
1206,7,58,3
494,13,61,2
3974,15,41,5
3969,10,23,4
1851,1,46,3
1701,11,5,2
468,12,39,2
319,13,32,2
351,12,47,2
4808,15,28,5
2441,6,22,3
2497,12,27,3
1047,9,22,1
683,2,34,2
3153,9,12,3
653,9,9,1
4872,7,63,6
622,5,21,1
4546,11,18,4
4856,7,16,5
2692,14,39,4
1529,1,42,3
4968,12,33,6
1756,8,7,2
1316,11,57,3
676,14,38,2
3924,2,59,5
655,13,16,1
781,9,50,2
1902,15,27,2
4546,11,6,4
2585,15,38,4
1056,8,39,2
2830,5,39,4
2240,6,3,2
927,15,39,2
2397,9,44,3
3802,9,24,4
2364,15,52,3
1893,5,25,2
2666,2,3,3
3924,1,24,4
4497,9,24,4
2505,5,13,3
1451,8,34,3
1130,8,15,1
4225,8,43,5
2414,13,20,3
2921,7,56,4
395,3,25,1
4883,7,50,6
2614,15,7,3
2567,9,15,3
4642,10,49,5
3566,8,53,4
3683,6,62,5
4692,10,44,5
1708,2,54,3
4507,11,61,5
310,3,62,2
2595,3,22,3
1431,8,5,2
1897,3,27,2
4974,14,40,6
3287,13,25,3
691,7,51,2
4106,9,54,5
568,1,25,1
856,15,29,1
4552,7,45,5
1417,2,51,3
1660,5,5,2
1193,3,13,1
1654,13,52,3
1713,15,26,2
4370,13,43,5
4570,1,7,4
953,2,18,1
3430,2,44,4
4977,4,59,6
2356,6,4,2
1611,2,6,2
1186,13,28,1
256,15,33,2
3901,1,2,4
2161,13,25,2
1994,1,53,3
1735,12,28,2
2761,13,7,3
4037,14,50,5
1108,11,58,2
3120,3,5,3
4352,1,57,5
850,11,7,1
4121,3,3,4
3827,1,16,4
4671,11,38,5
3185,9,6,3
1174,1,48,2
4287,14,36,5
1130,1,60,2
2079,11,16,2
4308,12,20,4
158,3,29,1
4246,13,21,4
4687,2,31,4
1073,14,12,1
1257,1,4,2
1294,1,26,2
4147,8,28,4
4442,7,19,4
3397,5,55,4
1415,14,36,3
3868,13,47,5
2697,11,22,3
946,8,26,1
4993,5,16,5
2297,13,16,2
1486,12,61,3
4080,8,6,4
162,7,14,1
2726,5,19,3
3650,12,26,4
4657,12,7,4
4351,15,34,5
3210,14,49,4
3509,13,35,4
2468,4,32,4
3761,3,54,5
3557,7,32,4
286,8,61,2
3734,5,46,5
2069,8,21,2
3608,12,21,4
4056,6,28,4
831,12,37,2
4390,11,20,4
1449,4,63,3
1222,7,58,3
1301,13,8,2
897,10,36,2
2450,13,38,4
1940,10,62,3
4317,3,44,5
380,8,61,2
2367,5,6,2
1571,14,33,3
1091,3,59,2
4716,15,21,4
1381,15,41,3
2088,5,46,3
385,8,55,2
1140,7,63,2
581,1,53,2
3901,10,14,4
1073,2,61,2
4915,7,54,6
742,8,12,1
2297,7,10,2
2933,1,20,3
945,10,39,2
758,11,50,2
3397,8,15,3
3170,2,26,3
2190,13,33,3
2465,15,19,3
597,2,38,2
1373,3,38,3
2300,7,20,2
1621,2,56,3
1696,3,16,2
2501,6,22,3
2047,15,18,2
1426,5,17,2
4855,4,33,6
2049,1,9,2
1825,14,47,3
1100,6,60,2
2200,12,12,2
1999,15,50,3
2917,2,38,4
1581,7,60,3
3267,2,29,3
2966,7,62,4
2859,2,42,4
2484,7,37,4
2177,11,5,2
879,12,22,1
2932,5,13,3
4594,11,46,5
712,4,61,2
2459,9,45,4
540,14,51,2
1088,12,13,1
1356,11,25,2
2922,9,47,4
2781,7,38,4
331,10,4,1
3506,6,15,3
3615,13,34,5
908,15,59,2
1975,14,36,3
176,12,42,2
1769,8,46,3
1706,13,30,2
4451,7,61,5
1108,4,29,1
1073,7,27,1
4737,14,36,5
4269,9,32,5
191,13,25,1
797,13,62,2
1343,14,56,3
1276,9,12,2
1415,3,18,2
4021,6,35,5
2816,13,42,4
2184,7,30,2
118,12,62,2
2596,15,27,3
1728,15,45,3
425,7,18,1
3987,2,17,4
673,6,24,1
750,6,31,1
2142,2,22,2
4514,12,16,4
2603,1,7,3
3886,7,19,4
1345,5,52,3
3757,11,34,5
3259,13,36,4
4316,7,47,5
2574,1,14,3
3144,7,44,4
170,4,23,1
